featureMatrix1,featureMatrix2,featureMatrix3,featureMatrix4,featureMatrix5,featureMatrix6,featureMatrix7,featureMatrix8,featureMatrix9,featureMatrix10,featureMatrix11,featureMatrix12,featureMatrix13,featureMatrix14,featureMatrix15,featureMatrix16
0.0378210272575026,0.367234221389802,-0.0954038370132639,-0.0935914195318782,0.0942595147023498,0.161649276154067,-0.350290995318649,0.394685146857765,0.285149193173611,0.167708450532489,0.122991870679425,0.322199558139566,0.143919035522823,0.0281211345568405,0.0843181519271402,0.0657344050789649
0.00957560503355412,0.480966660239743,0.275311450961683,0.356133226503918,-0.0384429462049269,0.534658211081941,-0.514646479859174,0.0641116056956293,0.240776671545223,-0.00679242288515937,-0.154583850296209,0.305320117757263,0.126429919364769,0.058813058291148,0.0943514072143396,0.0458812379506846
0.0608771247150226,0.788658465083609,0.0739101095193708,0.494865363467631,0.10851215992644,0.402769180510801,-0.612973567397302,0.376768199047968,0.377210454688196,0.0637891306691858,-0.0611870963876537,0.245016776474933,0.123346971221894,0.106582185273319,0.103647056732815,0.0689849436758524
0.0480937959605716,0.856304949712515,0.134347875252712,0.26759074323418,0.112918024598235,0.281130436201813,-0.597661455099903,0.448293134176239,0.311213776429416,0.132271679273303,0.00636719434819176,0.376471458549962,0.00237435186840816,0.0606348917417826,0.0628212364326589,0.0598585809101734
0.189853747868995,0.813649303173411,0.183992212866619,0.48371991431451,0.0519673233345292,0.35620454300842,-0.634819552935177,0.294959506723924,0.474550154744998,0.153669045153493,-0.0581981420055672,0.267059071839527,0.0237296086303322,0.0850693584914408,0.127129390521081,0.0857131033807757
-0.0338302271247229,1.01304771646807,0.115860725430463,0.44885297507951,0.0612691409628032,0.369047126419736,-0.709540786991155,0.316887873737427,0.535076186885403,0.218555328204869,-0.0163669945264225,0.425221608975344,0.0958529997341843,0.0842338486411733,0.140327094340303,0.103920205782214
0.252488353934798,0.618815235868177,-0.106388358973066,0.133019720585198,0.204116978571606,0.174350792771358,-0.48838231420006,0.580603485210339,0.337055761768936,0.096921229616059,0.150940825110926,0.222145690954816,0.00997161474168841,0.135375256672615,0.0225346449019784,0.0433974642122195
0.257868591321659,0.55803949947312,0.384445358484845,0.52439939953251,-0.0372430576827272,0.595614025613337,-0.622252912641093,0.342978092151862,0.405782339529367,-0.0293494833806763,-0.196191473111148,0.184393957794542,0.0445653869934241,0.115099209848745,0.0227992080004621,0.0213297921193602
0.1314588117406,0.599704157578289,0.24827663864078,0.4645305385504,-0.0516611844811166,0.342766226353269,-0.514082274166466,0.191565159475429,0.536651208048621,0.111463137729278,-0.107770218646346,0.213672971050466,0.0616180523319636,0.11889626533265,0.0768331888787514,0.0591931654043768
0.00436403124808826,0.637114739452053,0.37087194997579,0.488448513115821,-0.01706062311571,0.503991817038932,-0.637981008085403,0.138291597892242,0.353387285230795,0.0498380305283905,-0.135626344011353,0.196420455462035,0.0878356021932414,0.0407138354832545,0.0692676831750958,0.0464539220536194
0.146916225855382,0.616218176354048,0.472830389161176,0.322113009200738,-0.0334919305502463,0.199962546432332,-0.491575422230299,0.0691752733000263,0.390886854527196,0.133832080352925,-0.0727854900602415,0.234864100743531,0.0953600042000699,0.0369369891067411,0.142855219686782,0.0804813142483859
0.238853294252722,0.943434078763619,0.0275180856662419,0.502279575602141,0.248195582868948,0.162796268096163,-0.684513811861423,0.569828927584246,0.510596245260212,0.155661836789559,0.0602656711328524,0.182580858226662,0.127738129131745,0.074747385720624,0.189953091573746,0.0943247153651482
0.0826828907716486,0.764577442823281,0.337232188968855,0.240500510639585,0.0969259817031018,0.38781654800337,-0.684475157054765,0.319872527359775,0.333997408830738,0.176562060770944,-0.100973798544077,0.297002368298915,0.170498690208579,0.0898056760567092,0.109804358199135,0.0725655536063939
0.0539859571401581,0.979551153486397,0.328389803542125,0.350956779706645,0.0983077576442947,0.601123672146426,-0.878706470969258,0.321201415574684,0.437114209225543,0.214047286127231,-0.0690764210791261,0.351760716238741,0.193349986972079,0.0752151424820872,0.129465509499639,0.101787692609692
-0.000466032862414949,1.02517840175968,0.208327503892956,0.480550168671231,0.0356411093234113,0.458664239750192,-0.617059385666603,0.333179806659533,0.318165438124075,0.0542285395972099,-0.0562855340278861,0.310314580668425,0.030510650788446,0.034430504770654,0.176800540742186,0.0492105020255846
